Type,X,Y,BB Width,BB Height,filename,Image Width,Image Height
text box,720,181,379,71,video54_3_1_shot61.jpg,1280,720
text box,724,279,496,309,video54_3_1_shot61.jpg,1280,720
title,428,26,496,60,video54_3_1_shot65.jpg,1280,720
picture,23,149,638,432,video54_3_1_shot65.jpg,1280,720
title,428,26,496,60,video54_3_1_shot66.jpg,1280,720
picture,23,149,638,432,video54_3_1_shot66.jpg,1280,720
text box,696,206,300,41,video54_3_1_shot66.jpg,1280,720
text box,699,309,516,49,video54_3_1_shot66.jpg,1280,720
text box,697,414,430,87,video54_3_1_shot66.jpg,1280,720
title,272,57,732,65,video54_3_1_shot67.jpg,1280,720
title,273,55,731,60,video54_3_1_shot68.jpg,1280,720
text box,72,168,1123,80,video54_3_1_shot68.jpg,1280,720
title,273,59,730,62,video54_3_1_shot69.jpg,1280,720
text box,75,163,1118,84,video54_3_1_shot69.jpg,1280,720
text box,72,301,1020,117,video54_3_1_shot69.jpg,1280,720
title,271,61,734,60,video54_3_1_shot70.jpg,1280,720
text box,69,162,1126,85,video54_3_1_shot70.jpg,1280,720
text box,71,293,1024,125,video54_3_1_shot70.jpg,1280,720
text box,73,470,1032,123,video54_3_1_shot70.jpg,1280,720
title,271,59,734,62,video54_3_1_shot71.jpg,1280,720
text box,69,162,1126,85,video54_3_1_shot71.jpg,1280,720
text box,71,293,1024,129,video54_3_1_shot71.jpg,1280,720
text box,73,470,1032,157,video54_3_1_shot71.jpg,1280,720
text box,331,205,334,60,video54_3_1_shot73.jpg,1280,720
text box,326,291,658,268,video54_3_1_shot73.jpg,1280,720
handwriting,184,180,571,54,video101_1_1_shot4.jpg,1280,720
handwriting,176,304,539,71,video101_1_1_shot4.jpg,1280,720
handwriting,258,447,276,53,video101_1_1_shot4.jpg,1280,720
handwriting,290,586,451,54,video101_1_1_shot4.jpg,1280,720
title,817,14,430,42,video101_1_1_shot4.jpg,1280,720
footer,1162,699,107,17,video101_1_1_shot4.jpg,1280,720
text box,83,50,974,593,video101_1_1_shot4.jpg,1280,720
text box,83,50,968,593,video101_1_1_shot5.jpg,1280,720
title,815,14,431,42,video101_1_1_shot5.jpg,1280,720
handwriting,238,189,285,47,video101_1_1_shot5.jpg,1280,720
handwriting,283,591,768,53,video101_1_1_shot5.jpg,1280,720
handwriting,276,319,392,47,video101_1_1_shot5.jpg,1280,720
handwriting,299,450,695,53,video101_1_1_shot5.jpg,1280,720
footer,1162,699,107,17,video101_1_1_shot5.jpg,1280,720
text box,111,90,784,43,video101_1_2_shot0.jpg,1280,720
title,800,14,461,42,video101_1_2_shot0.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot0.jpg,1280,720
text box,111,86,783,50,video101_1_2_shot1.jpg,1280,720
table,97,346,524,325,video101_1_2_shot1.jpg,1280,720
table,748,346,436,325,video101_1_2_shot1.jpg,1280,720
handwriting,109,291,165,40,video101_1_2_shot1.jpg,1280,720
handwriting,768,297,133,43,video101_1_2_shot1.jpg,1280,720
title,800,14,461,42,video101_1_2_shot1.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot1.jpg,1280,720
text box,111,91,974,88,video101_1_2_shot2.jpg,1280,720
table,100,348,519,323,video101_1_2_shot2.jpg,1280,720
table,747,346,436,327,video101_1_2_shot2.jpg,1280,720
handwriting,111,291,163,40,video101_1_2_shot2.jpg,1280,720
handwriting,765,297,135,44,video101_1_2_shot2.jpg,1280,720
title,800,14,461,42,video101_1_2_shot2.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot2.jpg,1280,720
text box,110,90,974,137,video101_1_2_shot3.jpg,1280,720
title,800,14,461,42,video101_1_2_shot3.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot3.jpg,1280,720
table,100,348,519,323,video101_1_2_shot3.jpg,1280,720
table,747,346,436,327,video101_1_2_shot3.jpg,1280,720
handwriting,111,291,163,40,video101_1_2_shot3.jpg,1280,720
handwriting,765,297,135,44,video101_1_2_shot3.jpg,1280,720
text box,110,87,975,144,video101_1_2_shot4.jpg,1280,720
text box,222,617,839,31,video101_1_2_shot4.jpg,1280,720
title,800,14,461,42,video101_1_2_shot4.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot4.jpg,1280,720
table,100,348,519,323,video101_1_2_shot4.jpg,1280,720
table,747,346,436,327,video101_1_2_shot4.jpg,1280,720
handwriting,111,291,163,40,video101_1_2_shot4.jpg,1280,720
handwriting,765,297,135,44,video101_1_2_shot4.jpg,1280,720
text box,104,107,974,44,video101_1_2_shot5.jpg,1280,720
text box,106,161,837,36,video101_1_2_shot5.jpg,1280,720
title,800,14,461,42,video101_1_2_shot5.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot5.jpg,1280,720
table,100,348,519,323,video101_1_2_shot5.jpg,1280,720
table,747,346,436,327,video101_1_2_shot5.jpg,1280,720
handwriting,111,291,163,40,video101_1_2_shot5.jpg,1280,720
handwriting,765,297,135,44,video101_1_2_shot5.jpg,1280,720
text box,107,106,891,37,video101_1_2_shot6.jpg,1280,720
handwriting,136,207,405,45,video101_1_2_shot6.jpg,1280,720
title,800,14,461,42,video101_1_2_shot6.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot6.jpg,1280,720
table,100,348,519,323,video101_1_2_shot6.jpg,1280,720
table,747,346,436,327,video101_1_2_shot6.jpg,1280,720
handwriting,111,291,163,40,video101_1_2_shot6.jpg,1280,720
handwriting,765,297,135,44,video101_1_2_shot6.jpg,1280,720
text box,107,110,891,41,video101_1_2_shot7.jpg,1280,720
title,800,14,461,42,video101_1_2_shot7.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot7.jpg,1280,720
table,100,348,519,323,video101_1_2_shot7.jpg,1280,720
table,747,346,436,327,video101_1_2_shot7.jpg,1280,720
handwriting,111,291,163,40,video101_1_2_shot7.jpg,1280,720
handwriting,765,297,135,44,video101_1_2_shot7.jpg,1280,720
text box,107,105,955,96,video101_1_2_shot8.jpg,1280,720
title,800,14,461,42,video101_1_2_shot8.jpg,1280,720
footer,1162,699,107,17,video101_1_2_shot8.jpg,1280,720
table,100,348,519,323,video101_1_2_shot8.jpg,1280,720
table,747,346,436,327,video101_1_2_shot8.jpg,1280,720
handwriting,111,291,163,40,video101_1_2_shot8.jpg,1280,720
handwriting,765,297,135,44,video101_1_2_shot8.jpg,1280,720
picture,123,140,357,441,video101_2_1_shot0.jpg,1280,720
title,587,223,151,83,video101_2_1_shot0.jpg,1280,720
text box,649,379,473,71,video101_2_1_shot0.jpg,1280,720
footer,1162,699,107,17,video101_2_1_shot0.jpg,1280,720
text box,74,57,628,46,video101_2_1_shot2.jpg,1280,720
handwriting,137,117,328,114,video101_2_1_shot2.jpg,1280,720
text box,73,241,717,47,video101_2_1_shot2.jpg,1280,720
handwriting,198,297,195,211,video101_2_1_shot2.jpg,1280,720
text box,72,543,363,39,video101_2_1_shot2.jpg,1280,720
text box,69,610,1148,37,video101_2_1_shot2.jpg,1280,720
title,1000,12,239,49,video101_2_1_shot2.jpg,1280,720
footer,1162,699,107,17,video101_2_1_shot2.jpg,1280,720
title,68,47,494,138,video76_5_3_shot13.jpg,1920,1080
picture,539,204,835,836,video76_5_3_shot13.jpg,1920,1080
picture,254,43,1408,981,video76_5_3_shot14.jpg,1920,1080
picture,78,207,1159,807,video76_5_3_shot15.jpg,1920,1080
text box,1308,232,466,359,video76_5_3_shot15.jpg,1920,1080
picture,1339,610,398,406,video76_5_3_shot15.jpg,1920,1080
picture,254,43,1408,981,video76_5_3_shot16.jpg,1920,1080
title,73,50,643,132,video76_5_3_shot17.jpg,1920,1080
text box,134,285,493,66,video76_5_3_shot17.jpg,1920,1080
title,72,48,644,138,video76_5_3_shot18.jpg,1920,1080
text box,138,285,489,66,video76_5_3_shot18.jpg,1920,1080
text box,138,407,206,66,video76_5_3_shot18.jpg,1920,1080
text box,136,523,752,143,video76_5_3_shot18.jpg,1920,1080
text box,140,718,319,64,video76_5_3_shot18.jpg,1920,1080
text box,136,831,432,72,video76_5_3_shot18.jpg,1920,1080
title,73,52,643,129,video76_5_3_shot19.jpg,1920,1080
text box,138,285,489,66,video76_5_3_shot19.jpg,1920,1080
text box,138,407,206,66,video76_5_3_shot19.jpg,1920,1080
text box,136,523,752,143,video76_5_3_shot19.jpg,1920,1080
text box,140,718,319,64,video76_5_3_shot19.jpg,1920,1080
text box,136,831,432,72,video76_5_3_shot19.jpg,1920,1080
text box,1050,225,718,744,video76_5_3_shot19.jpg,1920,1080
picture,254,47,1408,981,video76_5_3_shot20.jpg,1920,1080
picture,70,218,1122,791,video76_5_3_shot21.jpg,1920,1080
text box,1283,323,579,590,video76_5_3_shot21.jpg,1920,1080
picture,254,47,1408,981,video76_5_3_shot22.jpg,1920,1080
title,73,52,711,133,video76_5_3_shot23.jpg,1920,1080
text box,136,287,549,62,video76_5_3_shot23.jpg,1920,1080
title,70,52,714,132,video76_5_3_shot24.jpg,1920,1080
text box,136,279,550,70,video76_5_3_shot24.jpg,1920,1080
text box,134,401,202,64,video76_5_3_shot24.jpg,1920,1080
text box,138,521,715,57,video76_5_3_shot24.jpg,1920,1080
text box,134,628,353,64,video76_5_3_shot24.jpg,1920,1080
title,73,52,711,133,video76_5_3_shot25.jpg,1920,1080
text box,136,279,550,70,video76_5_3_shot25.jpg,1920,1080
text box,134,405,202,64,video76_5_3_shot25.jpg,1920,1080
text box,138,521,715,57,video76_5_3_shot25.jpg,1920,1080
text box,134,632,353,64,video76_5_3_shot25.jpg,1920,1080
text box,140,747,704,57,video76_5_3_shot25.jpg,1920,1080
text box,140,858,802,64,video76_5_3_shot25.jpg,1920,1080
title,69,52,715,132,video76_5_3_shot26.jpg,1920,1080
text box,136,279,550,70,video76_5_3_shot26.jpg,1920,1080
text box,134,405,202,64,video76_5_3_shot26.jpg,1920,1080
text box,138,521,715,57,video76_5_3_shot26.jpg,1920,1080
text box,134,632,353,64,video76_5_3_shot26.jpg,1920,1080
text box,140,747,704,57,video76_5_3_shot26.jpg,1920,1080
text box,140,858,802,64,video76_5_3_shot26.jpg,1920,1080
text box,1050,225,718,744,video76_5_3_shot26.jpg,1920,1080
picture,57,204,1166,815,video76_5_3_shot27.jpg,1920,1080
text box,1275,307,587,595,video76_5_3_shot27.jpg,1920,1080
title,72,48,778,136,video76_5_3_shot28.jpg,1920,1080
text box,140,285,484,72,video76_5_3_shot28.jpg,1920,1080
text box,140,399,510,75,video76_5_3_shot28.jpg,1920,1080
text box,140,525,621,145,video76_5_3_shot28.jpg,1920,1080
title,72,48,779,134,video76_5_3_shot29.jpg,1920,1080
text box,140,285,484,72,video76_5_3_shot29.jpg,1920,1080
text box,140,399,510,75,video76_5_3_shot29.jpg,1920,1080
text box,140,525,621,145,video76_5_3_shot29.jpg,1920,1080
text box,136,709,627,154,video76_5_3_shot29.jpg,1920,1080
text box,1059,218,716,755,video76_5_3_shot29.jpg,1920,1080
picture,72,232,1141,828,video76_5_3_shot30.jpg,1920,1080
text box,1283,323,579,580,video76_5_3_shot30.jpg,1920,1080
picture,254,43,1408,984,video76_5_3_shot31.jpg,1920,1080
title,73,52,795,129,video76_5_3_shot32.jpg,1920,1080
text box,136,287,536,63,video76_5_3_shot32.jpg,1920,1080
text box,138,392,195,73,video76_5_3_shot32.jpg,1920,1080
text box,138,503,312,61,video76_5_3_shot32.jpg,1920,1080
text box,143,620,335,63,video76_5_3_shot32.jpg,1920,1080
title,73,48,794,136,video76_5_3_shot33.jpg,1920,1080
text box,136,287,536,63,video76_5_3_shot33.jpg,1920,1080
text box,138,392,195,73,video76_5_3_shot33.jpg,1920,1080
text box,138,503,312,61,video76_5_3_shot33.jpg,1920,1080
text box,143,620,335,63,video76_5_3_shot33.jpg,1920,1080
text box,143,725,776,127,video76_5_3_shot33.jpg,1920,1080
text box,140,908,580,61,video76_5_3_shot33.jpg,1920,1080
title,73,52,795,129,video76_5_3_shot34.jpg,1920,1080
text box,136,287,536,63,video76_5_3_shot34.jpg,1920,1080
text box,138,392,195,73,video76_5_3_shot34.jpg,1920,1080
text box,138,503,312,61,video76_5_3_shot34.jpg,1920,1080
text box,143,620,335,63,video76_5_3_shot34.jpg,1920,1080
text box,143,725,776,127,video76_5_3_shot34.jpg,1920,1080
text box,140,908,580,61,video76_5_3_shot34.jpg,1920,1080
text box,1052,221,718,741,video76_5_3_shot34.jpg,1920,1080
picture,254,45,1402,985,video76_5_3_shot35.jpg,1920,1080
picture,254,45,1402,985,video76_5_3_shot36.jpg,1920,1080
title,72,48,686,136,video76_5_3_shot37.jpg,1920,1080
text box,131,290,575,61,video76_5_3_shot37.jpg,1920,1080
text box,140,407,204,64,video76_5_3_shot37.jpg,1920,1080
title,72,48,686,136,video76_5_3_shot38.jpg,1920,1080
text box,131,290,575,61,video76_5_3_shot38.jpg,1920,1080
text box,140,407,204,64,video76_5_3_shot38.jpg,1920,1080
text box,136,521,675,133,video76_5_3_shot38.jpg,1920,1080
text box,134,716,399,70,video76_5_3_shot38.jpg,1920,1080
title,72,48,686,136,video76_5_3_shot39.jpg,1920,1080
text box,131,290,575,61,video76_5_3_shot39.jpg,1920,1080
text box,140,407,204,64,video76_5_3_shot39.jpg,1920,1080
text box,136,521,675,133,video76_5_3_shot39.jpg,1920,1080
text box,134,716,399,70,video76_5_3_shot39.jpg,1920,1080
text box,138,836,752,143,video76_5_3_shot39.jpg,1920,1080
text box,1059,219,723,752,video76_5_3_shot39.jpg,1920,1080
picture,256,46,1410,983,video76_5_3_shot40.jpg,1920,1080
picture,65,220,1154,797,video76_5_3_shot41.jpg,1920,1080
text box,1271,297,592,606,video76_5_3_shot41.jpg,1920,1080
title,521,449,876,122,video76_5_3_shot43.jpg,1920,1080
title,521,445,871,137,video76_5_3_shot44.jpg,1920,1080
text box,410,730,1097,120,video76_5_3_shot44.jpg,1920,1080
title,729,182,1052,129,video76_6_4_shot18.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot18.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot18.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot18.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot18.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot18.jpg,3440,1440
text box,754,653,1841,136,video76_6_4_shot18.jpg,3440,1440
title,729,182,1052,129,video76_6_4_shot19.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot19.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot19.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot19.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot19.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot19.jpg,3440,1440
text box,754,653,1841,136,video76_6_4_shot19.jpg,3440,1440
title,729,182,1052,129,video76_6_4_shot20.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot20.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot20.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot20.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot20.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot20.jpg,3440,1440
text box,754,653,1841,136,video76_6_4_shot20.jpg,3440,1440
title,729,182,1052,129,video76_6_4_shot21.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot21.jpg,3440,1440
text box,754,653,1841,136,video76_6_4_shot21.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot21.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot21.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot21.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot21.jpg,3440,1440
title,729,182,1052,129,video76_6_4_shot22.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot22.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot22.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot22.jpg,3440,1440
text box,754,653,1842,137,video76_6_4_shot22.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot22.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot22.jpg,3440,1440
title,729,182,1052,129,video76_6_4_shot23.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot23.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot23.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot23.jpg,3440,1440
text box,754,653,1842,137,video76_6_4_shot23.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot23.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot23.jpg,3440,1440
title,729,182,1052,129,video76_6_4_shot24.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot24.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot24.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot24.jpg,3440,1440
text box,754,653,1842,137,video76_6_4_shot24.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot24.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot24.jpg,3440,1440
title,729,182,1052,129,video76_6_4_shot25.jpg,3440,1440
text box,757,441,1663,69,video76_6_4_shot25.jpg,3440,1440
text box,750,547,618,74,video76_6_4_shot25.jpg,3440,1440
text box,754,653,1842,137,video76_6_4_shot25.jpg,3440,1440
text box,754,826,676,62,video76_6_4_shot25.jpg,3440,1440
text box,750,927,1052,67,video76_6_4_shot25.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot25.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot26.jpg,3440,1440
text box,757,441,1134,68,video76_6_4_shot26.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot26.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot26.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot26.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot26.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot26.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot27.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot27.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot27.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot27.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot27.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot27.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot27.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot28.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot28.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot28.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot28.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot28.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot28.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot28.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot29.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot29.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot29.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot29.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot29.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot29.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot29.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot30.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot30.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot30.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot30.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot30.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot30.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot30.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot31.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot31.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot31.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot31.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot31.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot31.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot31.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot32.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot32.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot32.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot32.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot32.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot32.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot32.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot33.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot33.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot33.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot33.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot33.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot33.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot33.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot34.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot34.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot34.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot34.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot34.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot34.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot34.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot35.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot35.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot35.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot35.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot35.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot35.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot35.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot36.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot36.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot36.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot36.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot36.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot36.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot36.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot37.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot37.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot37.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot37.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot37.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot37.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot37.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot38.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot38.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot38.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot38.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot38.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot38.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot38.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot39.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot39.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot39.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot39.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot39.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot39.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot39.jpg,3440,1440
title,729,182,1135,138,video76_6_4_shot40.jpg,3440,1440
text box,757,441,1142,69,video76_6_4_shot40.jpg,3440,1440
text box,751,549,2029,134,video76_6_4_shot40.jpg,3440,1440
text box,754,724,1211,67,video76_6_4_shot40.jpg,3440,1440
text box,754,826,1786,62,video76_6_4_shot40.jpg,3440,1440
text box,750,927,1657,67,video76_6_4_shot40.jpg,3440,1440
instructor,3149,2,277,168,video76_6_4_shot40.jpg,3440,1440
title,731,173,1133,148,video76_6_4_shot41.jpg,3440,1440
text box,745,401,842,62,video76_6_4_shot41.jpg,3440,1440
text box,745,491,1906,111,video76_6_4_shot41.jpg,3440,1440
text box,754,630,881,115,video76_6_4_shot41.jpg,3440,1440
text box,750,768,1430,115,video76_6_4_shot41.jpg,3440,1440
text box,750,907,1823,58,video76_6_4_shot41.jpg,3440,1440
text box,757,1054,1892,138,video76_6_4_shot41.jpg,3440,1440
instructor,3156,5,275,194,video76_6_4_shot41.jpg,3440,1440
title,731,173,1133,148,video76_6_4_shot42.jpg,3440,1440
text box,745,401,842,62,video76_6_4_shot42.jpg,3440,1440
text box,745,491,1906,111,video76_6_4_shot42.jpg,3440,1440
text box,754,630,881,115,video76_6_4_shot42.jpg,3440,1440
text box,750,768,1430,115,video76_6_4_shot42.jpg,3440,1440
text box,750,907,1823,58,video76_6_4_shot42.jpg,3440,1440
text box,757,1054,1892,138,video76_6_4_shot42.jpg,3440,1440
instructor,3156,5,275,194,video76_6_4_shot42.jpg,3440,1440
title,731,173,1133,148,video76_6_4_shot43.jpg,3440,1440
text box,745,401,842,62,video76_6_4_shot43.jpg,3440,1440
text box,745,491,1906,111,video76_6_4_shot43.jpg,3440,1440
text box,754,630,881,115,video76_6_4_shot43.jpg,3440,1440
text box,750,768,1430,115,video76_6_4_shot43.jpg,3440,1440
text box,750,907,1823,58,video76_6_4_shot43.jpg,3440,1440
text box,757,1054,1892,138,video76_6_4_shot43.jpg,3440,1440
instructor,3156,5,275,194,video76_6_4_shot43.jpg,3440,1440
title,731,173,1133,148,video76_6_4_shot44.jpg,3440,1440
text box,745,401,842,62,video76_6_4_shot44.jpg,3440,1440
text box,745,491,1906,111,video76_6_4_shot44.jpg,3440,1440
text box,754,630,881,115,video76_6_4_shot44.jpg,3440,1440
text box,750,768,1430,115,video76_6_4_shot44.jpg,3440,1440
text box,750,907,1823,58,video76_6_4_shot44.jpg,3440,1440
text box,757,1054,1892,138,video76_6_4_shot44.jpg,3440,1440
instructor,3156,5,275,194,video76_6_4_shot44.jpg,3440,1440
title,731,173,1133,148,video76_6_4_shot45.jpg,3440,1440
text box,745,401,842,62,video76_6_4_shot45.jpg,3440,1440
text box,745,491,1906,111,video76_6_4_shot45.jpg,3440,1440
text box,754,630,881,115,video76_6_4_shot45.jpg,3440,1440
text box,750,768,1430,115,video76_6_4_shot45.jpg,3440,1440
text box,750,907,1823,58,video76_6_4_shot45.jpg,3440,1440
text box,757,1054,1892,138,video76_6_4_shot45.jpg,3440,1440
instructor,3156,5,275,194,video76_6_4_shot45.jpg,3440,1440
title,731,173,1133,148,video76_6_4_shot46.jpg,3440,1440
text box,745,401,842,62,video76_6_4_shot46.jpg,3440,1440
text box,745,491,1906,111,video76_6_4_shot46.jpg,3440,1440
text box,754,630,881,115,video76_6_4_shot46.jpg,3440,1440
text box,750,768,1430,115,video76_6_4_shot46.jpg,3440,1440
text box,750,907,1823,58,video76_6_4_shot46.jpg,3440,1440
text box,757,1054,1892,138,video76_6_4_shot46.jpg,3440,1440
instructor,3156,5,275,194,video76_6_4_shot46.jpg,3440,1440
title,731,173,1133,148,video76_6_4_shot47.jpg,3440,1440
text box,745,401,842,62,video76_6_4_shot47.jpg,3440,1440
text box,745,491,1906,111,video76_6_4_shot47.jpg,3440,1440
text box,754,630,881,115,video76_6_4_shot47.jpg,3440,1440
